lead_id,full_name,phone,source,interest_course,branch,assigned_to,created_date,status
L0237,Anvar Rashidov,+998941399575,google,AI Asoslari,Sergeli,Sanjar Xolmatov,2025-10-02,lost
L0238,Bobur Umarov,+998943380108,referral,Frontend,Sergeli,Sirojiddin Xolmatov,2025-10-28,lost
L0239,Gulchehra Nazarova,+998933218282,instagram,Backend,Chilonzor,Diyor Islomov,2025-11-14,new
L0240,Iroda Karimova,+998779247875,hh,Grafik Dizayn,Yunusobod,Diyor Islomov,2025-11-20,contacted
L0241,Bekzod Sharipov,+998986596301,instagram,SMM,Yunusobod,Sirojiddin Xolmatov,2025-11-11,contacted
L0242,Jamshid G'aniov,+998772866100,referral,Grafik Dizayn,Chilonzor,Sirojiddin Xolmatov,2025-11-26,enrolled
L0243,Rustam Jo'raov,+998554741150,referral,Data Science,Chilonzor,Diyor Yusupov,2025-11-07,lost
L0244,Elyor Ibrohimov,+998986807367,instagram,Backend,Chilonzor,Lola Rustamova,2025-11-25,contacted
L0245,Sanjar G'aniov,+998944150388,telegram,Backend,Chilonzor,Farrux Jo'raov,2025-11-20,new
L0246,Sevara Yusufova,+998945862374,telegram,Backend,Sergeli,Yulduz Xudoyberdiova,2025-11-26,contacted
L0247,Sanjar Hoshimov,+998981515616,instagram,Ingliz tili,Sergeli,Farrux Jo'raov,2025-11-16,trial
L0248,Farrux Sattorov,+998974056923,instagram,Backend,Sergeli,Farrux Jo'raov,2025-11-27,enrolled
L0249,Aziza Jo'raova,+998333666292,telegram,Ingliz tili,Sergeli,Lola Rustamova,2025-11-04,contacted
L0250,Sabina Abdullaova,+998948895511,hh,Frontend,Chilonzor,Sirojiddin Xolmatov,2025-11-27,contacted
L0251,Jasur Rustamov,+998551850998,telegram,Data Science,Sergeli,Diyor Yusupov,2025-11-30,trial
L0252,Nilufar Xolmatova,+998996611825,referral,Frontend,Chilonzor,Lola Rustamova,2025-11-19,contacted
L0253,Akmal Yusupov,+998971223000,telegram,SMM,Sergeli,Yulduz Xudoyberdiova,2025-11-30,contacted
L0254,Mehriniso Xudoyberdiova,+998901727331,telegram,Backend,Chilonzor,Sanjar Xolmatov,2025-11-08,trial
L0255,Diyor Hasanov,+998937825349,google,Grafik Dizayn,Sergeli,Akmal Yusufov,2025-11-25,enrolled
L0256,Diyor Mirzaov,+998558292186,telegram,Ingliz tili,Chilonzor,Sanjar Xolmatov,2025-11-26,lost
L0257,Gulnora Mirzaova,+998338377540,walk_in,SMM,Sergeli,Diyor Yusupov,2025-11-17,lost
L0258,Sirojiddin Xudoyberdiov,+998882906433,referral,Ingliz tili,Yunusobod,Diyor Yusupov,2025-11-08,enrolled
L0259,Islom Sattorov,+998977522625,walk_in,SMM,Yunusobod,Sanjar Xolmatov,2025-11-28,lost
L0260,Ravshan Sobirov,+998981130456,hh,Frontend,Chilonzor,Diyor Islomov,2025-11-07,contacted
L0261,Sabina Ergashova,+998771763725,referral,SMM,Yunusobod,Sirojiddin Xolmatov,2025-11-26,contacted
L0262,Aziz Abdurahmonov,+998943541258,google,Backend,Chilonzor,Sirojiddin Xolmatov,2025-11-23,trial
L0263,Munisa Rashidova,+998943238213,instagram,Data Science,Sergeli,Lola Rustamova,2025-11-05,contacted
L0264,Xurshid Abdullaov,+998996901246,google,Ingliz tili,Yunusobod,Sanjar Xolmatov,2025-11-16,contacted
L0265,Nigora Abdurahmonova,+998977340123,instagram,SMM,Sergeli,Yulduz Xudoyberdiova,2025-11-20,enrolled
L0266,Ravshan Sattorov,+998884765642,referral,Backend,Sergeli,Akmal Yusufov,2025-11-29,new
L0267,Ozoda Islomova,+998997283301,instagram,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2025-11-06,new
L0268,Jamshid Toshpulatov,+998995896862,walk_in,Grafik Dizayn,Yunusobod,Farrux Jo'raov,2025-11-01,contacted
L0269,Bekzod Ergashov,+998903811489,instagram,Backend,Chilonzor,Yulduz Xudoyberdiova,2025-11-01,new
L0270,Iroda Jo'raova,+998883300773,referral,SMM,Sergeli,Sirojiddin Xolmatov,2025-11-05,enrolled
L0271,Sitora Mirzaova,+998944512327,telegram,Frontend,Chilonzor,Sirojiddin Xolmatov,2025-11-27,new
L0272,Gulbahor Mirzaova,+998991962773,instagram,AI Asoslari,Yunusobod,Sanjar Xolmatov,2025-11-21,lost
L0273,Dilnoza Yoqubova,+998559420460,referral,Grafik Dizayn,Yunusobod,Farrux Jo'raov,2025-11-12,contacted
L0274,Yulduz Abdullaova,+998941708937,hh,AI Asoslari,Sergeli,Yulduz Xudoyberdiova,2025-11-19,trial
L0275,Nigora Umarova,+998776784527,referral,Frontend,Yunusobod,Yulduz Xudoyberdiova,2025-11-23,contacted
L0276,Diyor Ahmadov,+998335640237,telegram,Backend,Yunusobod,Farrux Jo'raov,2025-11-29,trial
L0277,Ravshan Qodirov,+998976434780,instagram,Data Science,Sergeli,Sirojiddin Xolmatov,2025-11-16,contacted
L0278,Jasur Karimov,+998978290403,hh,Frontend,Chilonzor,Diyor Islomov,2025-11-14,enrolled
L0279,Shahnoza Saidova,+998903316487,referral,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2025-11-07,contacted
L0280,Botir Tojiboyov,+998916234568,telegram,Ingliz tili,Chilonzor,Yulduz Xudoyberdiova,2025-11-12,contacted
L0281,Nargiza Mirzaova,+998957457297,facebook,AI Asoslari,Sergeli,Akmal Yusufov,2025-11-05,new
L0282,Sardor Saidov,+998881777945,google,SMM,Yunusobod,Diyor Islomov,2025-11-14,lost
L0283,Anvar Ibrohimov,+998335708511,google,Ingliz tili,Yunusobod,Sanjar Xolmatov,2025-11-16,enrolled
L0284,Gulnora Xudoyberdiova,+998934863446,walk_in,Backend,Sergeli,Sanjar Xolmatov,2025-11-10,trial
L0285,Gulchehra Umarova,+998918316147,facebook,AI Asoslari,Yunusobod,Sanjar Xolmatov,2025-11-08,contacted
L0286,Anvar Tojiboyov,+998773551682,telegram,Data Science,Chilonzor,Diyor Islomov,2025-11-25,trial
L0287,Zebo Umarova,+998554874520,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2025-11-13,trial
L0288,Islom Yoqubov,+998983240809,walk_in,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2025-11-11,lost
L0289,Gulbahor Saidova,+998935591496,instagram,Grafik Dizayn,Yunusobod,Yulduz Xudoyberdiova,2025-11-03,trial
L0290,Xurshid Qodirov,+998978184841,instagram,Frontend,Sergeli,Sirojiddin Xolmatov,2025-11-08,contacted
L0291,Elyor Rustamov,+998938935473,instagram,SMM,Chilonzor,Lola Rustamova,2025-11-25,enrolled
L0292,Ulug'bek Yoqubov,+998886685260,hh,Ingliz tili,Chilonzor,Yulduz Xudoyberdiova,2025-11-27,contacted
L0293,Dilnoza Sharipova,+998331954022,telegram,Data Science,Chilonzor,Diyor Yusupov,2025-11-02,lost
L0294,Shahnoza Yusufova,+998954022982,referral,Frontend,Yunusobod,Sirojiddin Xolmatov,2025-11-04,enrolled
L0295,Nodir Sharipov,+998982304842,referral,SMM,Chilonzor,Diyor Yusupov,2025-11-06,new
L0296,Nilufar Ahmadova,+998917184092,referral,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2025-11-03,contacted
L0297,Islom Xolmatov,+998904348705,instagram,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2025-11-18,trial
L0298,Shuhrat Hoshimov,+998885884567,instagram,Data Science,Sergeli,Diyor Islomov,2025-11-15,lost
L0299,Sanjar Toshpulatov,+998775078726,telegram,Frontend,Chilonzor,Sanjar Xolmatov,2025-11-01,new
L0300,Aziza Mirzaova,+998933712184,instagram,AI Asoslari,Chilonzor,Farrux Jo'raov,2025-11-22,contacted
L0301,Farrux Jo'raov,+998943374074,instagram,Backend,Sergeli,Diyor Yusupov,2025-11-24,contacted
L0302,Jamshid Ahmadov,+998948311603,instagram,AI Asoslari,Chilonzor,Sanjar Xolmatov,2025-11-02,trial
L0303,Ulug'bek Yoqubov,+998979121328,walk_in,Backend,Sergeli,Farrux Jo'raov,2025-11-27,contacted
L0304,Yulduz Ahmadova,+998774507963,telegram,AI Asoslari,Sergeli,Sanjar Xolmatov,2025-11-20,enrolled
L0305,Nilufar Qodirova,+998993819928,walk_in,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2025-11-07,new
L0306,Barno Boltaova,+998917050810,referral,Ingliz tili,Yunusobod,Diyor Islomov,2025-11-25,trial
L0307,Aziz Islomov,+998907457675,google,Backend,Sergeli,Sirojiddin Xolmatov,2025-11-20,contacted
L0308,Nargiza Yoqubova,+998772663662,google,Data Science,Chilonzor,Farrux Jo'raov,2025-11-17,trial
L0309,Barno Boltaova,+998552453956,referral,Backend,Chilonzor,Sirojiddin Xolmatov,2025-11-13,lost
L0310,Mehriniso Tojiboyova,+998778940106,telegram,Backend,Yunusobod,Sanjar Xolmatov,2025-11-24,contacted
L0311,Jasur Karimov,+998554659382,referral,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2025-11-19,contacted
L0312,Shoxrux Yoqubov,+998943642514,telegram,SMM,Yunusobod,Diyor Yusupov,2025-11-05,trial
L0313,Malika Jo'raova,+998911659213,instagram,AI Asoslari,Chilonzor,Sanjar Xolmatov,2025-11-27,trial
L0314,Otabek Nazarov,+998932802765,referral,Data Science,Chilonzor,Diyor Yusupov,2025-11-23,lost
L0315,Lola Abdullaova,+998996928830,referral,AI Asoslari,Chilonzor,Diyor Islomov,2025-11-11,lost
L0316,Sitora Yusupova,+998336306613,referral,Ingliz tili,Chilonzor,Diyor Islomov,2025-11-28,new
L0317,Iroda Ibrohimova,+998957910715,instagram,Ingliz tili,Yunusobod,Diyor Islomov,2025-11-19,enrolled
L0318,Yulduz Boltaova,+998885936762,facebook,SMM,Yunusobod,Farrux Jo'raov,2025-11-26,contacted
L0319,Nilufar Ibrohimova,+998555313459,walk_in,AI Asoslari,Sergeli,Sanjar Xolmatov,2025-11-13,contacted
L0320,Ulug'bek Nazarov,+998982288495,instagram,AI Asoslari,Chilonzor,Diyor Yusupov,2025-11-22,enrolled
L0321,Feruza Sobirova,+998994514364,referral,SMM,Chilonzor,Yulduz Xudoyberdiova,2025-12-03,enrolled
L0322,Farrux Yusupov,+998901889290,telegram,Grafik Dizayn,Chilonzor,Farrux Jo'raov,2025-12-12,trial
L0323,Davron Tursunov,+998975265859,referral,Frontend,Chilonzor,Farrux Jo'raov,2025-12-31,trial
L0324,Lola Xolmatova,+998936985060,telegram,AI Asoslari,Yunusobod,Lola Rustamova,2025-12-29,new
L0325,Abdulloh Xolmatov,+998331174655,telegram,Data Science,Yunusobod,Sanjar Xolmatov,2025-12-10,enrolled
L0326,Diyor Abdullaov,+998883279844,walk_in,Data Science,Chilonzor,Diyor Yusupov,2025-12-15,lost
L0327,Umida Ahmadova,+998339089351,hh,SMM,Chilonzor,Akmal Yusufov,2025-12-11,lost
L0328,Alisher Norqulov,+998556869879,instagram,Frontend,Chilonzor,Yulduz Xudoyberdiova,2025-12-22,trial
L0329,Ulug'bek Nishonov,+998885971226,walk_in,Ingliz tili,Chilonzor,Akmal Yusufov,2025-12-30,new
L0330,Zafar Umarov,+998939054291,instagram,Frontend,Chilonzor,Lola Rustamova,2025-12-17,new
L0331,Abdulloh Nishonov,+998777759729,instagram,Grafik Dizayn,Chilonzor,Diyor Yusupov,2025-12-27,enrolled
L0332,Mehriniso Xolmatova,+998951594134,instagram,AI Asoslari,Yunusobod,Diyor Yusupov,2025-12-14,contacted
L0333,Aziz Rashidov,+998939783050,hh,AI Asoslari,Chilonzor,Diyor Islomov,2025-12-03,enrolled
L0334,Sherzod Tojiboyov,+998936096551,referral,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2025-12-01,contacted
L0335,Barno Norqulova,+998331294815,hh,Data Science,Sergeli,Sanjar Xolmatov,2025-12-30,contacted
L0336,Shoxrux Sobirov,+998775153219,referral,AI Asoslari,Yunusobod,Lola Rustamova,2025-12-03,contacted
L0337,Lola Ibrohimova,+998987462051,instagram,AI Asoslari,Sergeli,Diyor Islomov,2025-12-31,trial
L0338,Nargiza Sattorova,+998953524446,instagram,Backend,Yunusobod,Diyor Yusupov,2025-12-01,contacted
L0339,Aziza Karimova,+998985186512,google,Ingliz tili,Chilonzor,Diyor Yusupov,2025-12-01,new
L0340,Bekzod Ibrohimov,+998559359324,referral,Grafik Dizayn,Chilonzor,Farrux Jo'raov,2025-12-30,lost
L0341,Malika G'aniova,+998989984302,telegram,Frontend,Sergeli,Sanjar Xolmatov,2025-12-16,enrolled
L0342,Nilufar Ibrohimova,+998959454826,telegram,SMM,Yunusobod,Sanjar Xolmatov,2025-12-27,contacted
L0343,Botir Jo'raov,+998552167814,facebook,Ingliz tili,Chilonzor,Akmal Yusufov,2025-12-30,contacted
L0344,Rayhona Hoshimova,+998992774073,instagram,Frontend,Chilonzor,Yulduz Xudoyberdiova,2025-12-29,contacted
L0345,Munisa Qodirova,+998935003521,referral,Ingliz tili,Yunusobod,Diyor Islomov,2025-12-24,lost
L0346,Diyor Rustamov,+998883860313,instagram,Data Science,Chilonzor,Sirojiddin Xolmatov,2025-12-22,trial
L0347,Gulbahor Sharipova,+998906647014,referral,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2025-12-13,contacted
L0348,Abdulloh Tursunov,+998994993777,walk_in,Ingliz tili,Chilonzor,Lola Rustamova,2025-12-09,lost
L0349,Alisher Xudoyberdiov,+998906566861,instagram,SMM,Chilonzor,Akmal Yusufov,2025-12-24,lost
L0350,Sirojiddin Qodirov,+998773074708,instagram,Ingliz tili,Yunusobod,Akmal Yusufov,2025-12-18,new
L0351,Abdulloh Tojiboyov,+998331632800,instagram,Ingliz tili,Chilonzor,Lola Rustamova,2025-12-11,trial
L0352,Dilnoza Karimova,+998917142568,instagram,AI Asoslari,Yunusobod,Sanjar Xolmatov,2025-12-16,lost
L0353,Lola Hoshimova,+998335676273,walk_in,AI Asoslari,Chilonzor,Akmal Yusufov,2025-12-11,enrolled
L0354,Nilufar Abdurahmonova,+998773155824,google,Grafik Dizayn,Yunusobod,Diyor Islomov,2025-12-03,enrolled
L0355,Diyor Xolmatov,+998555876638,referral,Ingliz tili,Sergeli,Akmal Yusufov,2025-12-22,enrolled
L0356,Anvar G'aniov,+998994952177,telegram,Backend,Chilonzor,Diyor Islomov,2025-12-24,new
L0357,Jasur Rustamov,+998886314836,instagram,Data Science,Sergeli,Sanjar Xolmatov,2025-12-28,trial
L0358,Abdulloh Sharipov,+998987988098,instagram,Data Science,Chilonzor,Farrux Jo'raov,2025-12-07,lost
L0359,Gulchehra Abdullaova,+998982388192,hh,Backend,Yunusobod,Diyor Yusupov,2025-12-04,lost
L0360,Rustam Xolmatov,+998991440894,telegram,Data Science,Yunusobod,Sirojiddin Xolmatov,2025-12-07,enrolled
L0361,Aziza G'aniova,+998338182069,walk_in,AI Asoslari,Chilonzor,Diyor Yusupov,2025-12-14,contacted
L0362,Sabina Xudoyberdiova,+998885275574,facebook,Data Science,Sergeli,Sirojiddin Xolmatov,2025-12-09,trial
L0363,Diyor Nishonov,+998932355874,instagram,Ingliz tili,Sergeli,Akmal Yusufov,2025-12-16,new
L0364,Abdulloh Umarov,+998983589031,instagram,Data Science,Yunusobod,Diyor Yusupov,2025-12-17,new
L0365,Farrux Qodirov,+998982680715,instagram,Frontend,Chilonzor,Diyor Islomov,2025-12-08,trial
L0366,Ozoda Sobirova,+998551900681,referral,Data Science,Chilonzor,Diyor Yusupov,2025-12-01,contacted
L0367,Kamola Abdullaova,+998953716068,instagram,Backend,Chilonzor,Sirojiddin Xolmatov,2025-12-25,contacted
L0368,Dilnoza Hoshimova,+998977159892,referral,Data Science,Chilonzor,Diyor Yusupov,2025-12-28,lost
L0369,Akmal Norqulov,+998996880642,hh,Data Science,Yunusobod,Sirojiddin Xolmatov,2025-12-23,lost
L0370,Sabina Abdullaova,+998907341624,telegram,SMM,Yunusobod,Farrux Jo'raov,2025-12-11,new
L0371,Xurshid Rustamov,+998772361770,instagram,Data Science,Yunusobod,Akmal Yusufov,2025-12-12,lost
L0372,Alisher Yusufov,+998941172591,instagram,Grafik Dizayn,Sergeli,Farrux Jo'raov,2025-12-31,contacted
L0373,Shirin Xolmatova,+998998456471,google,AI Asoslari,Yunusobod,Akmal Yusufov,2025-12-04,trial
L0374,Madina Qodirova,+998776544290,walk_in,Backend,Chilonzor,Yulduz Xudoyberdiova,2025-12-20,enrolled
L0375,Shuhrat Ibrohimov,+998778653879,google,SMM,Chilonzor,Yulduz Xudoyberdiova,2025-12-24,trial
L0376,Yulduz Karimova,+998972971939,walk_in,SMM,Yunusobod,Yulduz Xudoyberdiova,2025-12-09,contacted
L0377,Muhammadali Tursunov,+998902175807,telegram,SMM,Yunusobod,Lola Rustamova,2025-12-21,enrolled
L0378,Davron G'aniov,+998998002619,facebook,AI Asoslari,Sergeli,Yulduz Xudoyberdiova,2025-12-06,enrolled
L0379,Xurshid Mirzaov,+998773686879,walk_in,Ingliz tili,Chilonzor,Sanjar Xolmatov,2025-12-19,contacted
L0380,Gulbahor Yusufova,+998774696036,referral,SMM,Chilonzor,Sanjar Xolmatov,2025-12-03,trial
L0381,Rayhona Xudoyberdiova,+998337935483,telegram,Grafik Dizayn,Yunusobod,Lola Rustamova,2025-12-30,contacted
L0382,Jasur Karimov,+998994769736,instagram,Ingliz tili,Chilonzor,Diyor Islomov,2025-12-15,trial
L0383,Ulug'bek Norqulov,+998335441243,telegram,AI Asoslari,Chilonzor,Sanjar Xolmatov,2025-12-29,new
L0384,Diyor Tursunov,+998942972663,hh,Frontend,Chilonzor,Yulduz Xudoyberdiova,2025-12-31,contacted
L0385,Gulnora Nishonova,+998777927750,hh,Data Science,Chilonzor,Diyor Islomov,2025-12-15,contacted
L0386,Madina Karimova,+998948885258,instagram,SMM,Yunusobod,Sanjar Xolmatov,2025-12-22,lost
L0387,Nozima Xudoyberdiova,+998886182894,telegram,Frontend,Sergeli,Lola Rustamova,2025-12-31,new
L0388,Ravshan Tojiboyov,+998933768488,instagram,SMM,Sergeli,Farrux Jo'raov,2025-12-06,contacted
L0389,Xurshid Sobirov,+998888648726,google,Grafik Dizayn,Sergeli,Diyor Yusupov,2025-12-19,enrolled
L0390,Alisher Rashidov,+998992658969,instagram,Ingliz tili,Sergeli,Farrux Jo'raov,2025-12-24,trial
L0391,Munisa Ergashova,+998919802383,telegram,Backend,Chilonzor,Akmal Yusufov,2025-12-31,contacted
L0392,Nodir Yoqubov,+998886791845,referral,Ingliz tili,Yunusobod,Sanjar Xolmatov,2025-12-11,contacted
L0393,Zafar Ergashov,+998331957425,google,Backend,Sergeli,Farrux Jo'raov,2025-12-24,lost
L0394,Yulduz Sobirova,+998945965099,instagram,Data Science,Yunusobod,Diyor Yusupov,2025-12-10,enrolled
L0395,Bekzod Ergashov,+998999447495,referral,Ingliz tili,Sergeli,Diyor Yusupov,2025-12-18,trial
L0396,Ravshan Hasanov,+998945291722,instagram,Backend,Yunusobod,Diyor Islomov,2025-12-04,enrolled
L0397,Jamshid Sattorov,+998336836610,instagram,SMM,Yunusobod,Yulduz Xudoyberdiova,2025-12-05,contacted
L0398,Sevara Xudoyberdiova,+998932115909,telegram,Frontend,Yunusobod,Yulduz Xudoyberdiova,2025-12-22,contacted
L0399,Sanjar Yusufov,+998932935682,telegram,SMM,Yunusobod,Sirojiddin Xolmatov,2025-12-11,lost
L0400,Botir Umarov,+998916969616,facebook,Data Science,Yunusobod,Akmal Yusufov,2025-12-27,lost
L0401,Bobur Nazarov,+998947175163,facebook,Data Science,Yunusobod,Sirojiddin Xolmatov,2025-12-04,trial
L0402,Ulug'bek Ahmadov,+998559446385,facebook,Data Science,Sergeli,Diyor Islomov,2025-12-03,trial
L0403,Shuhrat Yusupov,+998773531213,hh,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2025-12-22,contacted
L0404,Zarina Sobirova,+998777451661,instagram,Ingliz tili,Yunusobod,Lola Rustamova,2025-12-04,new
L0405,Kamola Islomova,+998903569580,telegram,Data Science,Sergeli,Lola Rustamova,2025-12-11,lost
L0406,Madina Mirzaova,+998338150858,telegram,SMM,Yunusobod,Sanjar Xolmatov,2025-12-23,trial
L0407,Farrux Ibrohimov,+998777981531,google,Ingliz tili,Yunusobod,Lola Rustamova,2025-12-14,trial
L0408,Sherzod Tojiboyov,+998948319872,telegram,Frontend,Yunusobod,Sirojiddin Xolmatov,2025-12-11,contacted
L0409,Bobur Xolmatov,+998946507050,facebook,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2025-12-03,enrolled
L0410,Akmal Yusupov,+998984115588,telegram,Backend,Chilonzor,Diyor Yusupov,2025-12-07,contacted
L0411,Muhammadali Rashidov,+998554029462,walk_in,Backend,Chilonzor,Yulduz Xudoyberdiova,2025-12-24,enrolled
L0412,Davron Qodirov,+998772116173,instagram,Data Science,Sergeli,Akmal Yusufov,2025-12-19,trial
L0413,Feruza Yusupova,+998952180844,referral,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2025-12-12,enrolled
L0414,Bekzod Xudoyberdiov,+998903029041,telegram,Frontend,Yunusobod,Diyor Yusupov,2025-12-07,enrolled
L0415,Ozoda Ergashova,+998935768204,telegram,Backend,Yunusobod,Lola Rustamova,2025-12-13,new
L0416,Ulug'bek Ahmadov,+998884647164,google,Frontend,Chilonzor,Diyor Yusupov,2025-12-29,trial
L0417,Nargiza Ibrohimova,+998914945663,instagram,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2025-12-27,lost
L0418,Sitora Yusupova,+998993337695,instagram,Data Science,Chilonzor,Farrux Jo'raov,2025-12-18,contacted
L0419,Anvar Mirzaov,+998971737278,instagram,SMM,Yunusobod,Diyor Yusupov,2025-12-30,new
L0420,Ozoda Xolmatova,+998994580239,facebook,Ingliz tili,Chilonzor,Diyor Islomov,2025-12-10,lost
L0421,Gulnora Umarova,+998975419735,instagram,SMM,Chilonzor,Akmal Yusufov,2025-12-23,new
L0422,Otabek Norqulov,+998935019078,walk_in,AI Asoslari,Yunusobod,Lola Rustamova,2025-12-30,contacted
L0423,Ulug'bek Yusupov,+998945163672,walk_in,Ingliz tili,Sergeli,Yulduz Xudoyberdiova,2025-12-18,contacted
L0424,Bobur Qodirov,+998982609029,hh,AI Asoslari,Sergeli,Diyor Yusupov,2025-12-13,trial
L0425,Malika Karimova,+998933127361,referral,Ingliz tili,Yunusobod,Akmal Yusufov,2025-12-13,trial
L0426,Bekzod Abdurahmonov,+998994380031,telegram,Grafik Dizayn,Chilonzor,Farrux Jo'raov,2025-12-18,enrolled
L0427,Ravshan Sobirov,+998559180756,referral,Frontend,Chilonzor,Yulduz Xudoyberdiova,2025-12-26,trial
L0428,Davron Umarov,+998558971086,instagram,Frontend,Sergeli,Yulduz Xudoyberdiova,2025-12-22,enrolled
L0429,Bobur Mirzaov,+998993474384,telegram,Backend,Yunusobod,Yulduz Xudoyberdiova,2025-12-26,lost
L0430,Xurshid Mirzaov,+998917730525,instagram,SMM,Yunusobod,Sanjar Xolmatov,2026-01-10,new
L0431,Aziza Rashidova,+998919546153,telegram,Grafik Dizayn,Yunusobod,Diyor Yusupov,2026-01-03,new
L0432,Gulchehra Toshpulatova,+998773558559,walk_in,Backend,Sergeli,Sanjar Xolmatov,2026-01-01,contacted
L0433,Shoxrux Xolmatov,+998934982747,referral,Data Science,Yunusobod,Diyor Yusupov,2026-01-29,contacted
L0434,Akmal Boltaov,+998983627659,instagram,AI Asoslari,Yunusobod,Sanjar Xolmatov,2026-01-08,enrolled
L0435,Akmal Nazarov,+998886371535,referral,Data Science,Yunusobod,Sanjar Xolmatov,2026-01-10,contacted
L0436,Dilnoza Toshpulatova,+998338585242,google,Data Science,Chilonzor,Sirojiddin Xolmatov,2026-01-27,lost
L0437,Rustam Sattorov,+998337227939,referral,Frontend,Chilonzor,Akmal Yusufov,2026-01-31,trial
L0438,Gulbahor Boltaova,+998976693152,instagram,Data Science,Sergeli,Akmal Yusufov,2026-01-16,lost
L0439,Nigora Hoshimova,+998982095212,hh,AI Asoslari,Chilonzor,Lola Rustamova,2026-01-05,trial
L0440,Shoxrux Yusufov,+998888847590,walk_in,Data Science,Yunusobod,Sanjar Xolmatov,2026-01-04,trial
L0441,Dilnoza Mirzaova,+998884507040,instagram,SMM,Chilonzor,Diyor Yusupov,2026-01-04,lost
L0442,Aziz Hasanov,+998936906722,hh,AI Asoslari,Yunusobod,Diyor Islomov,2026-01-28,trial
L0443,Nozima Sobirova,+998943258186,referral,Grafik Dizayn,Chilonzor,Lola Rustamova,2026-01-17,enrolled
L0444,Iroda Ibrohimova,+998934587982,instagram,Ingliz tili,Chilonzor,Diyor Yusupov,2026-01-12,enrolled
L0445,Diyora Sobirova,+998906356628,walk_in,SMM,Yunusobod,Sanjar Xolmatov,2026-01-20,trial
L0446,Sirojiddin Jo'raov,+998938900722,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-01-22,contacted
L0447,Zarina Islomova,+998337431760,instagram,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2026-01-14,contacted
L0448,Farrux Yoqubov,+998901105804,telegram,Data Science,Yunusobod,Yulduz Xudoyberdiova,2026-01-16,contacted
L0449,Nargiza Rashidova,+998933853373,facebook,Ingliz tili,Yunusobod,Farrux Jo'raov,2026-01-20,enrolled
L0450,Sevara G'aniova,+998553718168,facebook,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-01-13,trial
L0451,Farrux Abdullaov,+998933995248,referral,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-01-21,contacted
L0452,Abdulloh Yoqubov,+998773406514,telegram,Grafik Dizayn,Yunusobod,Diyor Yusupov,2026-01-29,new
L0453,Umid Abdurahmonov,+998884178690,referral,Data Science,Chilonzor,Diyor Yusupov,2026-01-10,contacted
L0454,Gulnora Sharipova,+998906883553,walk_in,AI Asoslari,Sergeli,Sanjar Xolmatov,2026-01-21,enrolled
L0455,Sevara Xolmatova,+998995786009,instagram,Ingliz tili,Sergeli,Lola Rustamova,2026-01-27,trial
L0456,Gulchehra Sobirova,+998975411670,telegram,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-01-07,contacted
L0457,Yulduz Ahmadova,+998946715070,referral,SMM,Yunusobod,Farrux Jo'raov,2026-01-12,lost
L0458,Malika Toshpulatova,+998908652233,instagram,SMM,Sergeli,Diyor Yusupov,2026-01-10,trial
L0459,Zebo Hoshimova,+998552710861,facebook,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-01-10,contacted
L0460,Davron Xudoyberdiov,+998954787343,google,Backend,Yunusobod,Sirojiddin Xolmatov,2026-01-08,contacted
L0461,Nozima Norqulova,+998553029710,telegram,AI Asoslari,Yunusobod,Lola Rustamova,2026-01-26,contacted
L0462,Shahnoza Yusupova,+998987330157,referral,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2026-01-04,lost
L0463,Alisher Abdullaov,+998972304227,google,Backend,Yunusobod,Akmal Yusufov,2026-01-18,contacted
L0464,Bekzod Xolmatov,+998984393373,telegram,Data Science,Chilonzor,Farrux Jo'raov,2026-01-20,contacted
L0465,Iroda Xolmatova,+998955391784,instagram,Frontend,Yunusobod,Akmal Yusufov,2026-01-30,lost
L0466,Akmal Mirzaov,+998974238123,google,Frontend,Chilonzor,Farrux Jo'raov,2026-01-23,contacted
L0467,Barno Yusufova,+998553614232,telegram,Frontend,Sergeli,Lola Rustamova,2026-01-17,trial
L0468,Shuhrat Karimov,+998981134366,referral,Grafik Dizayn,Yunusobod,Lola Rustamova,2026-01-11,contacted
L0469,Nargiza Abdullaova,+998331205202,referral,SMM,Sergeli,Sirojiddin Xolmatov,2026-01-31,trial
