call_id,lead_id,operator,date,direction,duration_sec,outcome,score,stage
C00684,L0449,Botir Nazarov,2026-02-18,in,633,no_answer,21,close
C00685,L0286,Sardor Yusufov,2026-01-12,in,399,no_answer,13,opening
C00686,L1033,Sardor Yusufov,2026-08-11,out,819,interested,59,close
C00687,L0185,Jamshid Umarov,2025-11-15,in,351,no_answer,5,pitch
C00688,L0165,Sardor Yusufov,2025-12-24,out,20,no_answer,2,opening
C00689,L1009,Jamshid Umarov,2026-07-19,in,420,callback,63,opening
C00690,L0423,Sherzod Nishonov,2026-01-15,in,232,enrolled,95,pitch
C00691,L1011,Botir Nazarov,2026-07-24,out,577,no_answer,7,close
C00692,L0382,Lola Qodirova,2026-01-11,out,385,refused,34,close
C00693,L0745,Diyora Rustamova,2026-04-10,out,239,callback,52,close
C00694,L1071,Sherzod Nishonov,2026-07-25,out,662,enrolled,88,needs
C00695,L0019,Sherzod Nishonov,2025-11-08,out,440,callback,50,pitch
C00696,L0744,Sardor Yusufov,2026-04-24,out,293,no_answer,36,needs
C00697,L0615,Sardor Yusufov,2026-03-31,out,263,refused,22,close
C00698,L0880,Botir Nazarov,2026-06-28,out,755,callback,66,opening
C00699,L0656,Sardor Yusufov,2026-04-11,in,351,callback,57,opening
C00700,L1097,Lola Qodirova,2026-07-24,out,355,interested,75,opening
C00701,L0348,Lola Qodirova,2026-01-14,out,674,no_answer,17,pitch
C00702,L0071,Diyora Rustamova,2025-11-08,in,367,callback,66,needs
C00703,L0636,Lola Qodirova,2026-02-27,out,351,callback,63,needs
C00704,L0485,Sardor Yusufov,2026-01-30,out,185,interested,87,opening
C00705,L0357,Lola Qodirova,2026-02-01,out,355,no_answer,17,pitch
C00706,L0051,Botir Nazarov,2025-09-29,out,232,no_answer,29,needs
C00707,L0716,Lola Qodirova,2026-05-14,out,215,no_answer,13,needs
C00708,L0185,Botir Nazarov,2025-12-11,out,213,no_answer,38,needs
C00709,L0111,Sardor Yusufov,2025-09-10,out,260,no_answer,7,opening
C00710,L0170,Botir Nazarov,2025-10-28,in,847,callback,62,needs
C00711,L0051,Diyora Rustamova,2025-10-19,out,862,no_answer,22,opening
C00712,L0654,Botir Nazarov,2026-03-20,in,877,refused,12,needs
C00713,L1022,Diyora Rustamova,2026-07-20,out,717,enrolled,87,opening
C00714,L1029,Diyora Rustamova,2026-08-14,in,726,callback,57,close
C00715,L0532,Jamshid Umarov,2026-02-21,out,706,no_answer,18,opening
C00716,L0818,Lola Qodirova,2026-06-14,out,569,refused,44,close
C00717,L0639,Lola Qodirova,2026-03-23,out,684,interested,65,needs
C00718,L0928,Lola Qodirova,2026-06-19,in,510,no_answer,36,opening
C00719,L0359,Botir Nazarov,2026-01-02,out,91,enrolled,100,pitch
C00720,L0899,Lola Qodirova,2026-07-19,in,156,enrolled,98,needs
C00721,L0242,Farrux Ahmadov,2025-12-22,out,716,refused,18,close
C00722,L0550,Farrux Ahmadov,2026-04-13,out,296,no_answer,19,pitch
C00723,L0256,Farrux Ahmadov,2026-01-01,out,120,enrolled,88,close
C00724,L0167,Lola Qodirova,2025-12-15,in,477,interested,77,opening
C00725,L1111,Diyora Rustamova,2026-08-07,out,602,callback,60,needs
C00726,L1177,Farrux Ahmadov,2026-08-19,out,859,callback,74,needs
C00727,L0732,Farrux Ahmadov,2026-05-12,out,336,interested,78,needs
C00728,L0725,Botir Nazarov,2026-04-12,out,412,refused,36,opening
C00729,L0782,Farrux Ahmadov,2026-05-18,out,78,refused,21,opening
C00730,L1129,Farrux Ahmadov,2026-08-31,out,271,callback,46,pitch
C00731,L0006,Botir Nazarov,2025-09-16,in,58,refused,49,opening
C00732,L1090,Sherzod Nishonov,2026-08-23,out,877,interested,65,needs
C00733,L0649,Lola Qodirova,2026-02-22,out,881,interested,66,opening
C00734,L0999,Jamshid Umarov,2026-07-10,out,511,refused,33,needs
C00735,L1059,Sherzod Nishonov,2026-07-24,in,896,callback,69,pitch
C00736,L0764,Botir Nazarov,2026-04-21,out,897,callback,74,opening
C00737,L0639,Farrux Ahmadov,2026-04-09,out,387,enrolled,78,opening
C00738,L1061,Botir Nazarov,2026-08-14,out,434,enrolled,85,close
C00739,L0164,Sardor Yusufov,2025-10-15,out,315,interested,68,needs
C00740,L0752,Sardor Yusufov,2026-04-07,out,726,no_answer,13,needs
C00741,L0508,Sardor Yusufov,2026-03-19,out,830,interested,71,opening
C00742,L1146,Diyora Rustamova,2026-08-18,out,184,enrolled,100,pitch
C00743,L0694,Dilnoza Karimova,2026-05-06,out,128,no_answer,27,needs
C00744,L0378,Farrux Ahmadov,2025-12-25,out,776,no_answer,0,opening
C00745,L0093,Diyora Rustamova,2025-11-06,out,896,interested,70,opening
C00746,L0411,Botir Nazarov,2026-02-18,out,396,enrolled,95,needs
C00747,L0411,Botir Nazarov,2026-02-17,out,255,interested,85,close
C00748,L0007,Jamshid Umarov,2025-09-28,out,481,enrolled,97,opening
C00749,L0175,Sherzod Nishonov,2025-11-05,in,196,interested,78,needs
C00750,L1162,Lola Qodirova,2026-08-20,out,866,interested,75,pitch
C00751,L1120,Sherzod Nishonov,2026-08-27,in,208,refused,23,needs
C00752,L0203,Botir Nazarov,2025-11-02,out,854,callback,56,pitch
C00753,L0665,Botir Nazarov,2026-04-28,out,696,refused,35,opening
C00754,L0642,Botir Nazarov,2026-03-01,out,627,callback,51,opening
C00755,L0535,Sherzod Nishonov,2026-02-10,in,688,refused,33,opening
C00756,L0233,Dilnoza Karimova,2025-11-03,out,217,interested,75,opening
C00757,L1116,Sherzod Nishonov,2026-08-08,out,65,callback,60,pitch
C00758,L0419,Diyora Rustamova,2026-01-07,out,718,interested,71,pitch
C00759,L1030,Dilnoza Karimova,2026-06-28,out,631,callback,63,opening
C00760,L0487,Sherzod Nishonov,2026-01-23,in,736,interested,59,needs
C00761,L0479,Dilnoza Karimova,2026-02-04,out,375,callback,69,pitch
C00762,L0054,Jamshid Umarov,2025-11-23,out,243,interested,93,pitch
C00763,L0257,Dilnoza Karimova,2026-01-11,in,605,interested,57,opening
C00764,L0845,Dilnoza Karimova,2026-05-14,out,402,refused,33,pitch
C00765,L0097,Lola Qodirova,2025-10-20,in,816,refused,33,opening
C00766,L0687,Sardor Yusufov,2026-04-08,in,60,refused,24,pitch
C00767,L0921,Dilnoza Karimova,2026-06-27,out,226,interested,78,opening
C00768,L0392,Diyora Rustamova,2026-02-05,out,528,interested,71,opening
C00769,L0541,Jamshid Umarov,2026-02-24,out,206,interested,73,needs
C00770,L1024,Sardor Yusufov,2026-07-16,out,751,enrolled,97,pitch
C00771,L0374,Diyora Rustamova,2026-02-06,out,786,refused,28,pitch
C00772,L0335,Dilnoza Karimova,2026-01-25,out,231,no_answer,5,opening
C00773,L0124,Sherzod Nishonov,2025-10-21,out,598,callback,79,close
C00774,L0928,Diyora Rustamova,2026-05-30,out,140,refused,39,close
C00775,L0775,Dilnoza Karimova,2026-04-14,in,308,enrolled,86,pitch
C00776,L0744,Sardor Yusufov,2026-05-06,out,487,callback,65,opening
C00777,L0754,Sherzod Nishonov,2026-05-06,in,258,no_answer,20,opening
C00778,L0116,Lola Qodirova,2025-10-18,out,547,callback,75,close
C00779,L1182,Sherzod Nishonov,2026-08-21,out,645,refused,42,pitch
C00780,L1057,Diyora Rustamova,2026-07-27,in,400,enrolled,94,needs
C00781,L0027,Sardor Yusufov,2025-11-02,out,626,interested,67,needs
C00782,L0809,Diyora Rustamova,2026-05-21,out,632,no_answer,13,opening
C00783,L1116,Sherzod Nishonov,2026-08-22,out,210,refused,27,pitch
C00784,L0174,Sardor Yusufov,2025-10-12,in,179,no_answer,23,close
C00785,L0276,Botir Nazarov,2025-12-07,in,891,interested,87,pitch
C00786,L0333,Jamshid Umarov,2026-01-24,out,430,callback,55,needs
C00787,L0369,Dilnoza Karimova,2026-01-11,out,405,callback,53,pitch
C00788,L1179,Jamshid Umarov,2026-08-28,in,793,no_answer,19,opening
C00789,L0333,Lola Qodirova,2026-01-09,out,194,refused,44,pitch
C00790,L1112,Sherzod Nishonov,2026-08-30,out,667,no_answer,10,opening
C00791,L1172,Diyora Rustamova,2026-08-31,out,343,callback,62,needs
C00792,L0055,Sardor Yusufov,2025-10-17,out,781,refused,33,needs
C00793,L0628,Sherzod Nishonov,2026-02-24,out,754,refused,35,close
C00794,L0662,Dilnoza Karimova,2026-03-23,out,624,callback,66,opening
C00795,L0978,Farrux Ahmadov,2026-08-16,in,401,refused,28,pitch
C00796,L1058,Dilnoza Karimova,2026-08-27,in,213,refused,42,pitch
C00797,L1108,Sardor Yusufov,2026-07-25,out,608,no_answer,18,close
C00798,L0131,Botir Nazarov,2025-10-30,out,898,enrolled,80,opening
C00799,L0399,Sardor Yusufov,2025-12-27,out,186,interested,62,pitch
C00800,L0615,Diyora Rustamova,2026-02-18,in,32,callback,73,opening
C00801,L0261,Botir Nazarov,2025-12-02,out,292,interested,70,needs
C00802,L0107,Lola Qodirova,2025-10-28,out,287,refused,28,opening
C00803,L0946,Sherzod Nishonov,2026-06-10,in,781,refused,36,needs
C00804,L0701,Jamshid Umarov,2026-03-10,out,286,no_answer,29,close
C00805,L0245,Jamshid Umarov,2026-01-11,out,146,refused,45,opening
C00806,L0653,Sherzod Nishonov,2026-03-17,in,560,refused,29,pitch
C00807,L0032,Sardor Yusufov,2025-10-20,in,787,callback,70,needs
C00808,L0722,Sherzod Nishonov,2026-03-19,out,873,interested,69,pitch
C00809,L0890,Diyora Rustamova,2026-07-05,out,792,callback,49,close
C00810,L0735,Farrux Ahmadov,2026-03-26,out,59,refused,51,needs
C00811,L0591,Dilnoza Karimova,2026-03-03,out,257,interested,63,opening
C00812,L0329,Dilnoza Karimova,2026-01-04,out,147,enrolled,81,needs
C00813,L0609,Jamshid Umarov,2026-03-26,out,351,enrolled,95,close
C00814,L0558,Sherzod Nishonov,2026-03-14,out,596,no_answer,16,opening
C00815,L1056,Sherzod Nishonov,2026-07-30,in,72,no_answer,13,opening
C00816,L0508,Botir Nazarov,2026-03-16,in,816,enrolled,100,needs
C00817,L0965,Diyora Rustamova,2026-08-10,in,840,callback,71,opening
C00818,L0851,Botir Nazarov,2026-05-15,out,337,callback,66,close
C00819,L0298,Sherzod Nishonov,2025-12-02,out,666,interested,53,needs
C00820,L0979,Diyora Rustamova,2026-07-10,out,391,callback,58,close
C00821,L0670,Jamshid Umarov,2026-03-25,out,603,refused,40,close
C00822,L0780,Botir Nazarov,2026-04-30,in,58,interested,54,close
C00823,L0813,Sardor Yusufov,2026-06-06,out,250,interested,89,pitch
C00824,L0007,Lola Qodirova,2025-11-10,out,536,interested,74,close
C00825,L0015,Diyora Rustamova,2025-09-25,out,205,callback,52,pitch
C00826,L0427,Diyora Rustamova,2026-02-14,out,340,enrolled,86,needs
C00827,L0919,Jamshid Umarov,2026-07-02,out,697,interested,72,needs
C00828,L0679,Jamshid Umarov,2026-04-11,out,257,interested,73,close
C00829,L0394,Lola Qodirova,2026-02-08,in,263,interested,83,opening
C00830,L0739,Diyora Rustamova,2026-04-18,in,392,interested,60,opening
C00831,L0166,Lola Qodirova,2025-12-20,out,555,refused,25,pitch
C00832,L0735,Lola Qodirova,2026-05-08,in,293,interested,77,opening
C00833,L0826,Sardor Yusufov,2026-04-13,out,628,interested,75,opening
C00834,L0004,Lola Qodirova,2025-10-31,out,877,callback,52,needs
C00835,L0692,Botir Nazarov,2026-04-04,in,611,refused,51,close
C00836,L0920,Diyora Rustamova,2026-06-04,out,378,refused,41,opening
C00837,L0828,Lola Qodirova,2026-04-23,out,420,no_answer,28,close
C00838,L0430,Farrux Ahmadov,2026-02-18,in,794,no_answer,34,needs
C00839,L0049,Lola Qodirova,2025-10-01,out,810,no_answer,19,needs
C00840,L0418,Dilnoza Karimova,2026-02-02,out,613,refused,26,opening
C00841,L0311,Botir Nazarov,2025-12-18,in,617,enrolled,84,needs
C00842,L0932,Farrux Ahmadov,2026-05-28,out,171,no_answer,0,needs
C00843,L0460,Farrux Ahmadov,2026-01-09,out,489,interested,66,pitch
C00844,L0550,Botir Nazarov,2026-03-29,in,557,callback,70,opening
C00845,L1083,Diyora Rustamova,2026-08-15,in,23,enrolled,86,opening
C00846,L0680,Sherzod Nishonov,2026-03-23,out,240,refused,24,opening
C00847,L0016,Botir Nazarov,2025-10-16,out,114,no_answer,16,needs
C00848,L0549,Sardor Yusufov,2026-02-03,in,439,refused,33,needs
C00849,L1053,Sardor Yusufov,2026-08-16,out,314,interested,82,opening
C00850,L0645,Dilnoza Karimova,2026-02-09,out,199,refused,27,needs
C00851,L0891,Dilnoza Karimova,2026-06-22,out,782,callback,45,close
C00852,L0435,Lola Qodirova,2026-02-24,out,307,no_answer,12,pitch
C00853,L1115,Dilnoza Karimova,2026-08-17,in,801,no_answer,36,close
C00854,L0569,Jamshid Umarov,2026-02-02,in,204,no_answer,19,opening
C00855,L0925,Jamshid Umarov,2026-05-22,out,223,enrolled,98,opening
C00856,L0418,Diyora Rustamova,2026-02-08,in,813,callback,77,pitch
C00857,L0376,Sherzod Nishonov,2025-12-25,in,444,callback,62,needs
C00858,L0978,Jamshid Umarov,2026-07-04,out,408,callback,58,close
C00859,L0038,Sardor Yusufov,2025-10-15,out,783,no_answer,13,close
C00860,L0979,Dilnoza Karimova,2026-07-05,out,338,interested,78,needs
C00861,L1063,Botir Nazarov,2026-08-24,in,668,interested,90,opening
C00862,L1043,Diyora Rustamova,2026-07-14,out,121,callback,49,pitch
C00863,L0121,Lola Qodirova,2025-09-18,in,250,enrolled,93,close
C00864,L0792,Sherzod Nishonov,2026-06-19,out,84,no_answer,12,close
C00865,L1031,Jamshid Umarov,2026-08-08,in,309,no_answer,15,pitch
C00866,L0352,Sherzod Nishonov,2026-01-16,out,759,enrolled,89,opening
C00867,L0994,Jamshid Umarov,2026-08-06,out,836,interested,71,needs
C00868,L0209,Lola Qodirova,2025-12-13,out,696,enrolled,72,pitch
C00869,L0752,Diyora Rustamova,2026-04-14,out,578,callback,65,needs
C00870,L0382,Jamshid Umarov,2026-01-05,out,416,interested,70,pitch
C00871,L0385,Dilnoza Karimova,2025-12-23,out,861,interested,78,pitch
C00872,L0855,Lola Qodirova,2026-06-06,out,454,no_answer,14,opening
C00873,L0893,Diyora Rustamova,2026-06-25,in,799,callback,48,pitch
C00874,L0558,Jamshid Umarov,2026-04-14,out,489,interested,56,needs
C00875,L0041,Lola Qodirova,2025-10-27,out,304,interested,62,close
C00876,L0328,Lola Qodirova,2025-12-29,out,457,interested,60,pitch
C00877,L1009,Farrux Ahmadov,2026-08-10,in,458,interested,69,needs
C00878,L0955,Lola Qodirova,2026-07-04,in,26,enrolled,79,needs
C00879,L0907,Botir Nazarov,2026-06-15,out,435,enrolled,99,close
C00880,L0434,Diyora Rustamova,2026-01-19,out,515,no_answer,7,close
C00881,L0043,Sherzod Nishonov,2025-10-11,out,72,no_answer,30,opening
C00882,L0384,Sardor Yusufov,2026-02-26,out,329,refused,23,opening
C00883,L0609,Farrux Ahmadov,2026-03-03,out,270,interested,60,pitch
C00884,L0481,Dilnoza Karimova,2026-03-05,out,849,callback,67,close
C00885,L0323,Diyora Rustamova,2026-01-30,out,607,enrolled,99,opening
C00886,L0950,Lola Qodirova,2026-06-30,out,635,no_answer,9,needs
C00887,L0266,Farrux Ahmadov,2026-01-24,in,481,interested,69,needs
C00888,L0712,Jamshid Umarov,2026-04-21,out,263,no_answer,13,opening
C00889,L0118,Sardor Yusufov,2025-11-15,out,277,refused,43,pitch
C00890,L0776,Jamshid Umarov,2026-04-14,in,747,callback,60,pitch
C00891,L0746,Dilnoza Karimova,2026-04-01,out,497,interested,72,needs
C00892,L0001,Lola Qodirova,2025-10-17,out,398,interested,82,pitch
C00893,L0651,Sardor Yusufov,2026-03-14,out,397,callback,60,pitch
C00894,L0787,Sherzod Nishonov,2026-05-25,out,560,interested,69,needs
C00895,L0811,Lola Qodirova,2026-04-30,out,32,refused,10,opening
C00896,L0109,Sherzod Nishonov,2025-10-09,in,284,no_answer,7,close
C00897,L0698,Diyora Rustamova,2026-05-13,in,453,refused,38,opening
C00898,L0854,Farrux Ahmadov,2026-05-12,out,204,interested,65,opening
C00899,L0584,Sardor Yusufov,2026-04-02,in,898,interested,60,opening
C00900,L0033,Diyora Rustamova,2025-09-09,out,881,callback,69,pitch
C00901,L0745,Sherzod Nishonov,2026-05-16,out,806,interested,92,pitch
C00902,L0971,Diyora Rustamova,2026-08-02,in,443,no_answer,24,pitch
C00903,L1124,Sherzod Nishonov,2026-08-31,in,656,interested,77,pitch
C00904,L0637,Lola Qodirova,2026-03-23,in,116,enrolled,100,close
C00905,L0729,Lola Qodirova,2026-03-12,in,732,no_answer,21,opening
C00906,L0285,Dilnoza Karimova,2025-11-21,in,581,refused,22,needs
C00907,L0365,Sardor Yusufov,2026-01-13,out,385,no_answer,0,needs
C00908,L0562,Sherzod Nishonov,2026-04-07,out,658,interested,62,needs
C00909,L0558,Sherzod Nishonov,2026-03-08,in,262,interested,65,close
C00910,L0373,Botir Nazarov,2026-01-08,out,23,interested,63,close
C00911,L0024,Diyora Rustamova,2025-10-06,out,811,interested,66,pitch
C00912,L0070,Sherzod Nishonov,2025-09-14,out,475,no_answer,10,needs
C00913,L0116,Diyora Rustamova,2025-09-29,out,162,callback,56,needs
C00914,L1175,Sherzod Nishonov,2026-08-30,in,24,refused,33,opening
C00915,L1183,Sherzod Nishonov,2026-08-24,out,608,callback,78,close
C00916,L0026,Jamshid Umarov,2025-10-21,in,281,no_answer,22,pitch
C00917,L0137,Jamshid Umarov,2025-12-18,in,670,interested,68,close
C00918,L1186,Jamshid Umarov,2026-08-30,in,261,interested,93,needs
C00919,L0283,Diyora Rustamova,2026-01-09,in,216,no_answer,7,opening
C00920,L0695,Diyora Rustamova,2026-04-26,out,771,interested,75,needs
C00921,L0420,Jamshid Umarov,2025-12-23,in,865,no_answer,13,close
C00922,L0710,Sardor Yusufov,2026-04-09,out,510,callback,49,opening
C00923,L0683,Diyora Rustamova,2026-03-26,out,852,interested,68,needs
C00924,L0080,Jamshid Umarov,2025-10-19,out,397,refused,31,opening
C00925,L0201,Lola Qodirova,2025-11-18,in,497,interested,85,pitch
C00926,L0563,Diyora Rustamova,2026-03-19,out,51,callback,51,close
C00927,L0289,Lola Qodirova,2025-12-21,out,212,refused,36,close
C00928,L0571,Jamshid Umarov,2026-03-03,out,295,enrolled,100,close
C00929,L0151,Botir Nazarov,2025-11-23,out,474,interested,92,close
C00930,L0476,Farrux Ahmadov,2026-03-08,in,800,interested,77,needs
C00931,L0802,Lola Qodirova,2026-04-13,out,334,no_answer,6,pitch
C00932,L0599,Farrux Ahmadov,2026-04-07,in,740,enrolled,96,pitch
C00933,L0717,Dilnoza Karimova,2026-05-12,out,216,interested,67,opening
C00934,L0786,Farrux Ahmadov,2026-05-14,out,300,no_answer,10,needs
C00935,L0512,Diyora Rustamova,2026-01-13,in,536,callback,51,opening
C00936,L0063,Sardor Yusufov,2025-10-06,out,329,no_answer,0,opening
C00937,L0450,Farrux Ahmadov,2026-02-25,out,282,interested,78,close
C00938,L0091,Sherzod Nishonov,2025-11-12,out,542,callback,66,needs
C00939,L0575,Botir Nazarov,2026-03-20,out,836,no_answer,19,opening
C00940,L0220,Sherzod Nishonov,2025-10-20,out,898,callback,73,opening
C00941,L0835,Botir Nazarov,2026-04-20,out,222,interested,65,needs
C00942,L0733,Sardor Yusufov,2026-03-18,out,578,refused,29,needs
C00943,L0375,Farrux Ahmadov,2026-01-19,out,859,refused,33,needs
C00944,L0136,Lola Qodirova,2025-10-26,in,477,no_answer,10,pitch
C00945,L0093,Lola Qodirova,2025-11-02,out,220,no_answer,15,needs
C00946,L1021,Sherzod Nishonov,2026-08-11,out,678,interested,94,needs
C00947,L0952,Sherzod Nishonov,2026-07-02,out,619,callback,58,pitch
C00948,L0748,Lola Qodirova,2026-05-12,out,73,interested,86,opening
C00949,L0063,Lola Qodirova,2025-11-06,out,654,no_answer,31,needs
C00950,L0860,Sherzod Nishonov,2026-04-23,out,262,interested,90,opening
C00951,L0608,Diyora Rustamova,2026-03-19,out,532,callback,52,close
C00952,L1141,Diyora Rustamova,2026-08-26,out,724,interested,69,pitch
C00953,L0694,Diyora Rustamova,2026-03-17,in,489,callback,57,opening
C00954,L0869,Jamshid Umarov,2026-05-11,in,51,callback,56,pitch
C00955,L0077,Jamshid Umarov,2025-10-20,in,621,refused,15,opening
C00956,L0703,Sherzod Nishonov,2026-04-21,out,211,callback,61,opening
C00957,L0663,Sherzod Nishonov,2026-03-27,out,557,callback,63,needs
C00958,L1013,Sardor Yusufov,2026-07-31,out,803,interested,77,opening
C00959,L0356,Dilnoza Karimova,2026-01-11,out,416,refused,38,opening
C00960,L0910,Sardor Yusufov,2026-07-09,out,137,callback,62,pitch
C00961,L0861,Diyora Rustamova,2026-05-27,out,398,no_answer,27,pitch
C00962,L0162,Botir Nazarov,2025-10-26,in,765,callback,60,needs
C00963,L0937,Jamshid Umarov,2026-06-09,out,564,refused,25,pitch
C00964,L0745,Lola Qodirova,2026-05-15,out,218,callback,71,opening
C00965,L1052,Sardor Yusufov,2026-08-19,out,815,refused,24,close
C00966,L0188,Sardor Yusufov,2025-10-31,in,234,refused,17,pitch
C00967,L0258,Farrux Ahmadov,2025-12-28,in,168,interested,77,pitch
C00968,L0700,Sardor Yusufov,2026-04-19,out,591,interested,86,pitch
C00969,L0645,Sherzod Nishonov,2026-02-06,in,853,no_answer,18,opening
C00970,L1051,Dilnoza Karimova,2026-08-03,out,405,no_answer,18,opening
C00971,L0824,Sardor Yusufov,2026-06-21,in,565,refused,30,close
C00972,L0474,Jamshid Umarov,2026-03-02,in,574,no_answer,27,needs
C00973,L0463,Lola Qodirova,2026-02-23,out,879,no_answer,15,needs
C00974,L0795,Farrux Ahmadov,2026-05-24,out,107,refused,22,pitch
C00975,L0049,Farrux Ahmadov,2025-10-10,out,776,refused,26,close
C00976,L0401,Farrux Ahmadov,2026-01-30,out,834,interested,77,needs
C00977,L0333,Sherzod Nishonov,2025-12-28,out,756,enrolled,84,opening
C00978,L0932,Dilnoza Karimova,2026-06-09,out,508,no_answer,3,opening
C00979,L0794,Sardor Yusufov,2026-06-09,out,488,enrolled,96,opening
C00980,L0337,Diyora Rustamova,2026-01-31,out,457,callback,68,opening
C00981,L0773,Sardor Yusufov,2026-04-10,in,642,interested,90,opening
C00982,L0310,Lola Qodirova,2025-12-12,in,360,no_answer,13,needs
C00983,L0513,Dilnoza Karimova,2026-01-02,in,863,no_answer,20,needs
C00984,L1081,Farrux Ahmadov,2026-08-16,out,82,interested,84,needs
C00985,L0137,Diyora Rustamova,2025-11-30,in,455,callback,56,opening
C00986,L0195,Dilnoza Karimova,2025-11-02,out,442,interested,85,close
C00987,L0037,Sherzod Nishonov,2025-10-18,out,363,no_answer,9,close
C00988,L0600,Dilnoza Karimova,2026-02-12,out,651,refused,35,opening
C00989,L0308,Dilnoza Karimova,2025-12-13,in,746,no_answer,5,pitch
C00990,L0534,Dilnoza Karimova,2026-01-11,out,306,interested,90,pitch
C00991,L1177,Dilnoza Karimova,2026-08-20,out,42,refused,33,needs
C00992,L0167,Dilnoza Karimova,2025-12-04,out,343,callback,68,needs
C00993,L0605,Lola Qodirova,2026-03-16,in,723,no_answer,8,pitch
C00994,L0958,Farrux Ahmadov,2026-07-20,out,135,enrolled,100,opening
C00995,L0918,Diyora Rustamova,2026-07-19,in,397,refused,24,needs
C00996,L0715,Diyora Rustamova,2026-05-11,out,893,callback,64,needs
C00997,L0823,Lola Qodirova,2026-05-20,out,871,interested,72,pitch
C00998,L1093,Diyora Rustamova,2026-08-17,out,348,interested,62,pitch
C00999,L0146,Botir Nazarov,2025-10-28,in,441,no_answer,29,pitch
C01000,L0811,Jamshid Umarov,2026-05-09,out,107,no_answer,0,opening
C01001,L1064,Sherzod Nishonov,2026-08-30,out,584,refused,18,close
C01002,L0289,Lola Qodirova,2025-11-04,out,616,callback,66,opening
C01003,L0585,Sherzod Nishonov,2026-04-24,out,325,interested,100,close
C01004,L1168,Farrux Ahmadov,2026-08-29,in,177,refused,35,pitch
C01005,L0093,Jamshid Umarov,2025-10-01,out,759,callback,51,opening
C01006,L0821,Farrux Ahmadov,2026-06-13,out,350,interested,69,needs
C01007,L1042,Sardor Yusufov,2026-08-19,in,857,refused,28,opening
C01008,L0389,Sardor Yusufov,2026-02-06,out,21,interested,78,opening
C01009,L0909,Diyora Rustamova,2026-05-15,out,743,enrolled,72,pitch
C01010,L0516,Botir Nazarov,2026-02-10,out,88,interested,87,pitch
C01011,L0295,Sherzod Nishonov,2025-11-25,in,665,interested,81,close
C01012,L0862,Dilnoza Karimova,2026-04-26,in,225,refused,17,opening
C01013,L0835,Farrux Ahmadov,2026-04-11,in,521,callback,60,opening
C01014,L0822,Sardor Yusufov,2026-05-27,out,652,interested,73,needs
C01015,L0245,Dilnoza Karimova,2025-12-07,out,568,interested,93,pitch
C01016,L0757,Farrux Ahmadov,2026-04-18,out,66,no_answer,29,needs
C01017,L0605,Botir Nazarov,2026-03-08,out,492,refused,41,pitch
C01018,L0439,Lola Qodirova,2026-02-02,in,49,no_answer,3,opening
C01019,L0289,Sherzod Nishonov,2025-12-16,out,656,interested,71,opening
C01020,L1127,Sardor Yusufov,2026-08-18,out,114,callback,53,opening
C01021,L0757,Sardor Yusufov,2026-04-26,out,678,enrolled,100,close
C01022,L0838,Sherzod Nishonov,2026-05-26,out,864,callback,58,opening
C01023,L0574,Botir Nazarov,2026-03-14,out,407,enrolled,76,pitch
C01024,L0239,Jamshid Umarov,2025-11-27,out,627,enrolled,90,opening
C01025,L0431,Farrux Ahmadov,2026-03-04,out,587,interested,93,pitch
C01026,L0685,Diyora Rustamova,2026-05-16,out,457,no_answer,15,close
C01027,L0455,Lola Qodirova,2026-03-18,in,772,interested,74,needs
C01028,L0356,Lola Qodirova,2026-01-11,in,452,enrolled,81,opening
C01029,L0038,Farrux Ahmadov,2025-09-18,out,311,refused,27,pitch
C01030,L0726,Lola Qodirova,2026-04-29,out,644,refused,36,needs
C01031,L1120,Jamshid Umarov,2026-08-31,out,392,no_answer,18,pitch
C01032,L0959,Diyora Rustamova,2026-06-29,in,854,enrolled,79,needs
C01033,L0271,Jamshid Umarov,2026-01-16,out,397,callback,63,opening
C01034,L0211,Jamshid Umarov,2025-10-28,in,326,refused,27,needs
C01035,L0797,Diyora Rustamova,2026-04-06,out,778,interested,68,pitch
C01036,L1123,Diyora Rustamova,2026-08-18,in,274,callback,61,opening
C01037,L1117,Lola Qodirova,2026-08-31,out,289,interested,68,opening
C01038,L0651,Lola Qodirova,2026-02-26,in,436,callback,42,close
C01039,L0013,Farrux Ahmadov,2025-10-16,out,632,enrolled,94,opening
C01040,L0887,Botir Nazarov,2026-06-24,in,835,no_answer,20,needs
C01041,L0956,Farrux Ahmadov,2026-06-15,in,725,interested,70,close
C01042,L0803,Jamshid Umarov,2026-06-05,out,717,interested,65,opening
C01043,L0154,Lola Qodirova,2025-10-22,in,780,callback,54,needs
C01044,L0813,Dilnoza Karimova,2026-05-10,in,209,callback,72,pitch
C01045,L0373,Jamshid Umarov,2026-01-30,out,895,enrolled,83,needs
C01046,L1080,Dilnoza Karimova,2026-07-19,in,117,interested,86,opening
C01047,L0629,Diyora Rustamova,2026-02-12,in,749,callback,67,needs
C01048,L0101,Diyora Rustamova,2025-11-03,out,236,no_answer,18,close
C01049,L1076,Dilnoza Karimova,2026-07-17,in,728,interested,43,opening
C01050,L1096,Sardor Yusufov,2026-08-29,out,79,refused,35,opening
C01051,L1091,Diyora Rustamova,2026-08-21,out,841,refused,25,pitch
C01052,L0025,Sardor Yusufov,2025-10-23,out,141,callback,64,opening
